Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
Django Unchained,2012,Quentin Tarantino,"['Drama', 'Western']",5,4.25,165,['USA'],English,"['English', 'French', 'German']",2128696,260220,821480,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson', 'Walton Goggins', 'Dennis Christopher', 'James Remar', 'David Steen', 'Dana Gourrier', 'Nichole Galicia', 'Laura Cayouette', 'Ato Essandoh', 'Sammi Rotibi', 'Clay Donahue Fontenot', 'Escalante Lundy', 'Miriam F. Glover', 'Don Johnson', 'Franco Nero', 'James Russo', 'Tom Wopat', 'Don Stroud', 'Amber Tamblyn', 'Bruce Dern', 'M.C. Gainey', 'Cooper Huckabee', 'Doc Duhame', 'Jonah Hill', 'Lee Horsley', 'Zoë Bell', 'Michael Bowen', 'Robert Carradine', 'Jake Garber', 'Ted Neeley', 'James Parks', 'Tom Savini', 'Michael Parks', 'John Jarratt', 'Quentin Tarantino', 'Amari Cheatom', 'Keith Jefferson', 'Marcus Henderson', 'Lil Chuuch', 'Kinetic', 'Louise Stratten', 'Kim Robillard', 'Shana Stein', 'Shannon Hazlett', 'Jack Lucarelli', 'Victoria Thomas', 'Grace Collins', 'Sharon Pierre-Louis', 'Christopher Berry', 'Kim Collins', 'Dane Rhodes', 'J.D. Evermore', 'Rex Linn', 'Michael Bacall', 'Ronan Hice', 'Ned Bellamy', 'Dave Coennen', 'Danièle Watts', 'Jon Eyez', 'Omar J. Dorsey', 'Evan Parke', 'Craig Stark', 'Brian Brown', 'Ritchie Montgomery', 'Nicholas Dashnaw', 'Jarrod Bunch', 'Edrick Browne', 'Kerry Sims', 'Jamal Duff', 'Todd Allen', 'Lewis Smith', 'Keniaryn Mitchell', 'Jakel Marshall', 'Carl Singleton', 'Ashley Toman', 'John McConnell', 'Mark Amos', ""Monica Rene'e Anderson"", 'Marsha Stephanie Blake', 'Catherine Lambert', 'Deborah Ayorinde', 'Takara Clark', 'Kimberley Drummond', 'Tenaj L. Jackson', 'Carl Bailey', 'Ross P. Cook', 'Gregory Allen Gabroy', 'Seth Bailey', 'David G. Baker', 'Richie J. Ladner', 'Glen Warner', 'Kesha Bullard', 'Edward J. Clare', 'Jordon Michael Corbin', 'Mike DeMille', 'Gary Grubbs', 'Justin Hall', 'Sandra Linz', 'Kasey James', 'Skipper Landry', 'Cindy Mah', 'Johnny Otto', 'Belinda Owino', 'Mark Ulano', 'Misty Upham', 'Russ Tamblyn', 'Fatimah Taliah', 'Santana Draper']","['The Weinstein Company', 'Columbia Pictures']",https://letterboxd.com//film/django-unchained/
The Hobbit: An Unexpected Journey,2012,Peter Jackson,"['Fantasy', 'Action', 'Adventure']",4.5,3.43,169,"['New Zealand', 'USA']",English,['English'],977005,65620,168968,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Graham McTavish', 'Ken Stott', 'Aidan Turner', ""Dean O'Gorman"", 'James Nesbitt', 'Mark Hadlow', 'Stephen Hunter', 'William Kircher', 'John Callen', 'Peter Hambleton', 'Jed Brophy', 'Adam Brown', 'Ian Holm', 'Hugo Weaving', 'Cate Blanchett', 'Christopher Lee', 'Andy Serkis', 'Elijah Wood', 'Sylvester McCoy', 'Lee Pace', 'Barry Humphries', 'Jeffrey Thomas', 'Michael Mizrahi', 'Manu Bennett', 'Conan Stevens', 'John Rawls', 'Stephen Ure', 'Timothy Bartlett', 'Bret McKenzie', 'Kiran Shah', 'Benedict Cumberbatch', 'Glenn Boswell', 'Thomas Robins', 'Luke Evans', 'Dan Hennah', 'Stephen Gledhill', 'Tim Gordon', 'Sonia Forbes Adam', 'Oscar Strik', 'Erin Banks', 'Brian Hotter', 'Eric Vespe', 'Ruby Acevedo', 'Katie Jackson', 'Isaac Miller', 'Ella Olssen', 'Louis Ashbourne Serkis', 'Sonny Ashbourne Serkis', 'Ruby Ashbourne Serkis', 'Terry Notary', 'Peter Jackson']","['Warner Bros. Pictures', 'Metro-Goldwyn-Mayer', 'New Line Cinema', 'WingNut Films']",https://letterboxd.com//film/the-hobbit-an-unexpected-journey/
Wreck-It Ralph,2012,Rich Moore,"['Adventure', 'Comedy', 'Family', 'Animation']",3.5,3.57,101,['USA'],English,['English'],1148253,71695,212364,"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer', 'Alan Tudyk', 'Jane Lynch', 'Rich Moore', 'Raymond S. Persi', 'Mindy Kaling', 'Jamie Elman', 'Adam Carolla', 'Horatio Sanz', 'Katie Lowes', 'Kevin Deters', ""Ed O'Neill"", 'Phil Johnston', 'Roger Craig Smith', 'Dennis Haysbert', 'Edie McClurg', 'Jess Harnell', 'Joe Lo Truglio', 'Rachael Harris', 'Skylar Astin', 'Maurice LaMarche', 'Stefanie Scott', 'John DiMaggio', 'Josie Trinidad', 'Cymbre Walk', 'Tucker Gilmore', 'Brandon Scott', 'Tim Mertens', 'Gerald C. Rivers', 'Martin Jarvis', 'Brian Kesinger', 'Reuben Langdon', 'Kyle Hebert', 'Jamie Sparer Roberts', 'Ava Acres', 'Isabella Acres', 'Bob Bergen', 'David Boat', 'Mike Carlsen', 'Reed Buck', 'David Cowgill', 'Jim Cummings', 'Terri Douglas', 'Sandy Fox', 'Eddie Frierson', 'Earl Ghaffari', 'Emily Hahn', 'Jennifer Hale', 'Daniel Kaz', 'Dave Kohut', 'Lauren MacMullan', 'Mona Marshall', 'Scott Menville', 'Laraine Newman', 'Paul Pape', 'Lynwood Robinson', 'Trenton Rogers', 'Jadon Sand', 'Kath Soucie', 'April Stewart', 'Fred Tatasciore', 'Jennifer Christine Vera', 'Elizabeth Daily', 'Will Deters', 'Debi Derryberry']","['Walt Disney Animation Studios', 'Walt Disney Pictures']",https://letterboxd.com//film/wreck-it-ralph/
Life of Pi,2012,Ang Lee,"['Drama', 'Adventure']",3.5,3.71,127,"['Canada', 'India', 'Taiwan', 'UK', 'USA']",English,"['English', 'French', 'Hindi', 'Japanese', 'Tamil']",951991,67402,184211,"['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon', 'Gautam Belur', 'Adil Hussain', 'Tabu', 'Ayaan Khan', 'Mohd Abbas Khaleeli', 'Vibish Sivakumar', 'Rafe Spall', 'Gérard Depardieu', 'James Saito', 'Jun Naito', 'Andrea Di Stefano', 'Shravanthi Sainath', 'Elie Alouf', 'T.M. Karthik', 'Amarendran Ramanan', 'Hari Mina Bala', 'Wang Bo-chieh', 'Ko I-Chen', 'Jag Huang', 'Ravi Natesan', 'Adyant Balaji', 'Chirag Agarwal', 'Ahan André Kamath', 'Om Kamath', 'Srilekh Katta', 'Swati Van Rijswijk', 'M. Keerthana', 'Indumohan Poornima', 'Josephine Nithya B.', 'Samyuktha S.', 'A. Deiva Sundari', 'G. Vasantakumary', 'A. Vithya', 'Mythili Prakash', 'Raj Patel', 'Hadiqa Hamid', 'Iswar Srikumar', 'Padmini Ramachandran']","['Fox 2000 Pictures', 'Dune Entertainment', 'Ingenious Media', 'Haishang Films', 'Netter Productions', 'India Take One Productions', 'Ingenious Film Partners', 'Big Screen Productions']",https://letterboxd.com//film/life-of-pi/
Hotel Transylvania,2012,Genndy Tartakovsky,"['Family', 'Comedy', 'Animation', 'Fantasy']",nan,3.19,91,['USA'],English,['English'],596276,41219,73006,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Fran Drescher', 'Steve Buscemi', 'Molly Shannon', 'David Spade', 'Cee Lo Green', 'Jon Lovitz', 'Brian George', 'Luenell', 'Brian Stack', 'Chris Parnell', 'Jackie Sandler', 'Sadie Sandler', 'Robert Smigel', 'Rob Riggle', 'Paul Brittain', 'Jonny Solomon', 'Jim Wise', 'Craig Kellman', 'Brian McCann', 'James C.J. Williams', 'Rose Abdoo', 'Kirk Baily', 'Ranjani Brow', 'Corey Burton', 'Cam Clarke', 'Michael Corbett', 'Allen Covert', 'Rachel Crane', 'Collin Dean', 'Eddie Frierson', 'Bridget Hoffman', 'Rif Hutton', 'Tom Kenny', 'Ashley Lambert', 'Scott Menville', 'Edie Mirman', 'Jessica Pennington', 'Alec Rosenthal', 'Sunny Sandler', 'Katie Silverman', 'John Hans Tester', 'Sarah Thyre', 'Chris Titone', 'David Zyler', 'Maddie Taylor']","['Columbia Pictures', 'Sony Pictures Animation']",https://letterboxd.com//film/hotel-transylvania/
Argo,2012,Ben Affleck,"['Thriller', 'Drama']",3.5,3.7,120,"['UK', 'USA']",English,"['English', 'Arabic', 'German', 'Persian (Farsi)']",505321,61613,96896,"['Ben Affleck', 'Bryan Cranston', 'Alan Arkin', 'Scoot McNairy', 'John Goodman', 'Victor Garber', 'Tate Donovan', 'Christopher Denham', 'Clea DuVall', 'Kerry Bishé', 'Rory Cochrane', 'Farshad Farahat', 'Kyle Chandler', 'Chris Messina', 'Zeljko Ivanek', 'Titus Welliver', 'Keith Szarabajka', 'Bob Gunton', 'Richard Kind', 'Richard Dillane', 'Omid Abtahi', 'Page Leong', 'Sheila Vand', 'Karina Logue', 'Ryan Ahern', 'Bill Tangradi', 'Jamie McShane', 'Matthew Glave', 'Roberto Garcia', 'Christopher Stanley', 'Jon Woodward Kirby', 'Alborz Basiratmand', 'Ruty Rutenberg', 'Michael Woolston', 'Sharareh Sedghi', 'Bobby Zegar', 'Victor McCay', 'Matt Nolan', 'J.R. Cacia', 'Bill Kalmenson', 'Rob Brownstein', 'David Sullivan', 'Jean Carol', 'Michael Cassidy', 'John Boyd', 'Yuriy Sardarov', 'Nikka Far', 'Aidan Sussman', 'Barry Livingston', 'Ali Saam', 'Araz Vahid Ebrahim Nia', 'Scott Anthony Leet', 'Ashley Wood', 'Rob Tepper', 'Ray Porter', 'Stephen J. Lattanzi', 'Danielle Barbosa', 'Michael Parks', 'Eric Scott Cooper', 'Adrienne Barbeau', 'Tom Lenk', 'Nelson Franklin', 'Kelly Curran', 'Mark Rhino Smith', 'Scott Elrod', 'Bill Blair', 'Daston Kalili', 'Joseph S. Griffo', 'Andrew Varenhorst', 'Amitis Frances Ariano', 'Ali Fiori', 'Taies Farzan', 'Florans Atlantis', 'Rafi Pitts', 'Allegra Carpenter', 'Bobby Naderi', 'Ray Haratian', 'Mehrdad Sarlak', 'Soheil Tasbihchi', 'Hovik Gharibian', 'Dorianne Pahlavan', 'Houshang Touzie', 'Peter Henry Schroeder', 'Ali Farkhonde', 'Sahm McGlynn', 'Muhammed Cangören', 'Asghar Allah Veirdi Zadeh', 'Leyla Beysulen', 'Lindsey Ginter', 'Tim Quill', 'Larry Sullivan', 'Danilo Di Julio', 'Fanshen Cox', 'Tehmina Sunny', 'Amir K', 'Baris Deli', 'Cas Anvar', 'Bahram Khosraviani', 'Sam Sheikholeslami', 'Saba Sarem', 'Puya Abbassi', 'Reza Mir', 'Jozef Fahey', 'Annie Little', 'Fahim Fazli', 'Brandon Tabassi', 'John Hans Tester', 'Alex Schemmer', 'Yan Feldman', 'Nancy Stelle', 'Maz Siam', 'Ken Edling', 'Deborah Deimel Bean', 'Michael Chieffo', 'Taylor Schilling', 'Philip Baker Hall', 'Eli Jane']","['GK Films', 'Warner Bros. Pictures', 'Smoke House Pictures']",https://letterboxd.com//film/argo/
Brave,2012,"Brenda Chapman, Mark Andrews","['Comedy', 'Animation', 'Family', 'Fantasy', 'Adventure', 'Action']",4,3.31,93,['USA'],English,['English'],1135750,95748,176679,"['Kelly Macdonald', 'Billy Connolly', 'Emma Thompson', 'Julie Walters', 'Robbie Coltrane', 'Kevin McKidd', 'Craig Ferguson', 'Sally Kinghorn', 'Eilidh Fraser', 'Peigi Barker', 'Steven Cree', 'Steve Purcell', ""Callum O'Neill"", 'Patrick Doyle', 'John Ratzenberger']","['Walt Disney Pictures', 'Pixar']",https://letterboxd.com//film/brave-2012/
Prometheus,2012,Ridley Scott,"['Science Fiction', 'Horror', 'Adventure', 'Mystery']",4,3.23,124,"['UK', 'USA']",English,"['English', 'Scottish Gaelic, Gaelic']",529304,68513,92616,"['Noomi Rapace', 'Michael Fassbender', 'Charlize Theron', 'Idris Elba', 'Guy Pearce', 'Logan Marshall-Green', 'Sean Harris', 'Rafe Spall', 'Emun Elliott', 'Benedict Wong', 'Kate Dickie', 'Branwell Donaghey', 'Vladimir ""Furdo"" Furdik', 'C.C. Smiff', 'Shane Steyn', 'Ian Whyte', 'John Lebar', 'Daniel James', 'Patrick Wilson', 'Lucy Hutchinson', 'Giannina Facio', 'Anil Biltoo', 'Louisa Staples', 'James Embree', 'Florian Robin', 'Matthew Burgess', ""Eugene O'Hare"", 'Richard Thomson', 'Philip McGinley', 'Jenny Rainsford', 'Rhona Croker', 'Wambui Wa-Ngatho', 'Wannaporn Rienjang', 'Zed Sevcikova', 'Sonam Dugdak', 'Reynir Thor Eggertsson', 'Shin-Ichiro Okajima', 'Charalambos Dendrinos', 'Berhane Woldegabriel', 'Annie Penn', 'Robin Atkin Downes', 'James Currie', 'Dan Dewhirst', 'Phill Martin', 'Arnold Montey', 'Matt Rook']","['Dune Entertainment', 'Scott Free Productions', '20th Century Fox', 'Brandywine Productions']",https://letterboxd.com//film/prometheus/
The Avengers,2012,Joss Whedon,"['Science Fiction', 'Adventure', 'Action']",3,3.63,143,['USA'],English,"['English', 'Hindi', 'Russian']",2179283,243420,565071,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth', 'Scarlett Johansson', 'Jeremy Renner', 'Tom Hiddleston', 'Samuel L. Jackson', 'Cobie Smulders', 'Clark Gregg', 'Stellan Skarsgård', 'Gwyneth Paltrow', 'Paul Bettany', 'Alexis Denisof', 'Tina Benko', 'Jerzy Skolimowski', 'Kirill Nikiforov', 'Jeff Wolfe', ""M'laah Kaur Singh"", 'Rashmi Rustagi', 'Powers Boothe', 'Jenny Agutter', 'Arthur Darbinyan', 'Donald Li', 'Warren Kole', 'Alicia Sixtos', 'Jesse Garcia', 'Maximiliano Hernández', 'Dieter Riesle', 'Kenneth Tigar', 'Walter Perez', 'Harry Dean Stanton', 'Josh Cowdery', 'Ashley Johnson', 'Katsumi Komatsu', 'Yumiko Komatsu', 'Momoko Komatsu', 'Robert Clohessy', 'Enver Gjokaj', 'Fernanda Toker', 'Andrea Vecchio', 'Robin Swoboda', 'Brent McGee', 'Jamie McShane', 'Michael Zhang', 'William-Christopher Stephens', 'Kelley Robins Hicks', 'Romy Rosemont', 'James Eckhouse', 'Stan Lee', 'Thomas Roberts', 'Pat Kiernan', 'Damion Poitier', 'Lou Ferrigno', 'Jillian Morgese', 'Catherine Anderson', 'Ricardo Andres', 'Logan Bennett', 'Mayank Bhatter', 'Sharita Bone', 'Jason Botsford', 'Mary Kate Campbell', 'Gene N. Chavez', 'Layla Cushman', 'Robert Dean', 'Rick Dremann', 'Rod Fielder', 'Eric Frank', 'Israel Hall', 'Carmen Dee Harris', 'Alexander Christopher Jones', 'Mike Karban', 'Demoine Kinney', 'Andrew Knode', 'Annette Lawless', 'Kimberly J. Mahoney', 'Todd Manes', 'Jorge Mardel', 'Michael McMillan', 'Sean Meehan', 'Holly Neelie', 'Caleb Daniel Noal', 'Jeremy Orr', 'Nate Paige', 'Martin Palmer', 'Maria Perossa', 'Caleb Pieplow', 'Alexander Daniel Pimentel', 'Frank Powers', 'Jaime Powers', 'Brent Reichert', 'Kelly Ruble', 'Gina Sarno', 'Robert B. Schneider IV', 'Jeff Seich', 'Christina Shaffer', 'Douglas Slygh', 'Colin Strause', 'Robert P. Thitoff', 'George Thomas', 'Shane Thompson', 'Jerry Lee Tucker', 'Tai Urban', 'Chris Vaina', 'Sandra Weston', 'Seth Zielicke', 'Alex DeCourville', 'Andrea-Nichole Olivas', 'Tina Grimm', 'Evan Kole', 'Hank Amos', 'Joti Nagra']",['Marvel Studios'],https://letterboxd.com//film/the-avengers-2012/
The Hunger Games,2012,Gary Ross,"['Fantasy', 'Science Fiction', 'Adventure']",3.5,3.59,142,['USA'],English,['English'],1921759,110332,434363,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Lenny Kravitz', 'Stanley Tucci', 'Donald Sutherland', 'Wes Bentley', 'Toby Jones', 'Alexander Ludwig', 'Isabelle Fuhrman', 'Amandla Stenberg', 'Willow Shields', 'Sandra Ellis Lafferty', 'Paula Malcomson', 'Rhoda Griffis', 'Sandino Moya-Smith', 'Raiko Bowman', 'Dwayne Boyd', 'Anthony Reynolds', 'Judd Lormand', 'Kimiko Gelman', 'Nelson Ascencio', 'Bruce Bundy', 'Dayo Okeniyi', 'Leven Rambin', 'Jack Quaid', 'Latarsha Rose', 'Ian Nelson', 'Kalia Prescott', 'Ethan Jamieson', 'Jacqueline Emerson', 'Mackenzie Lintz', 'Imanol Yepez-Frias', 'Annie Thurman', 'Dakota Hood', 'Amber Chaney', 'Karan Kendrick', 'Shane Bissell', 'Kate Kneeland', 'Steve Coulter', 'Sharon Conley', 'Tim Taylor', 'John Ross', 'Phillip Troy Linger', 'Julie Ivey', 'Mark Meekins', 'Jeremy Marinas', 'Bill Bennett']","['Lionsgate', 'Color Force']",https://letterboxd.com//film/the-hunger-games/
21 Jump Street,2012,"Phil Lord, Christopher Miller","['Crime', 'Comedy', 'Action']",4,3.56,109,['USA'],English,['English'],1013322,65800,218633,"['Jonah Hill', 'Channing Tatum', 'Brie Larson', 'Dave Franco', 'Rob Riggle', 'DeRay Davis', 'Ice Cube', 'Dax Flame', 'Chris Parnell', 'Ellie Kemper', 'Jake Johnson', 'Nick Offerman', 'Holly Robinson Peete', 'Johnny Pemberton', 'Stanley Wong', 'Justin Hires', 'Brett Lapeyrouse', 'Lindsey Broad', 'Caroline Aaron', 'Joe Chrest', 'Geraldine Singer', 'Dakota Johnson', 'Rye Rye', 'Valerie Tian', 'Jaren Mitchell', 'Johnny Simmons', 'Keith Kurtz', 'Randal Reeder', 'Peter Epstein', 'Anthony Molinari', 'Luis Da Silva Jr.', ""Dominic 'Taz' Alexander"", 'Mike Seal', 'Spencer Boldman', 'Joe Nin Williams', 'Chad Hessler', 'Kevin Michael Murphy', 'Victor Paguia', 'Chanel Celaya', 'Carol Sutton', 'Andrea Frankle', 'Tiffney Wagoner', 'Andrea Madison', 'Hristo Birbochukov', 'Candi Brooks', 'Turner Crumbley', 'Haley Farris', 'Brittney Alger', 'Joshua Nelms', 'Courtney Jarrell', 'Melissa Cordero', 'Beau DeLatte', 'Charles Ferrara', 'Mark Adams', 'Brian H. Rossitto', 'Peter DeLuise', 'Johnny Depp', 'D.J. Mills']","['Columbia Pictures', 'Relativity Media', 'Original Film', 'Metro-Goldwyn-Mayer']",https://letterboxd.com//film/21-jump-street/
Sherlock Holmes: A Game of Shadows,2011,Guy Ritchie,"['Crime', 'Mystery', 'Action', 'Adventure']",4,3.27,129,"['UK', 'USA']",English,['English'],481329,26544,66724,"['Robert Downey Jr.', 'Jude Law', 'Noomi Rapace', 'Jared Harris', 'Rachel McAdams', 'Eddie Marsan', 'Kelly Reilly', 'Stephen Fry', 'Paul Anderson', 'Geraldine James', 'William Houston', 'Wolf Kahler', 'Iain Mitchell', 'Jack Laskey', 'Patricia Slater', 'Karima McAdams', 'Richard Cunningham', 'Marcus Shakesheff', 'Mark Sheals', 'George Taylor', 'Michael Webber', 'Mike Grady', 'Alexandre Carril', 'Victor Carril', 'Thorston Manderlay', 'Affif Ben Badra', 'Daniel Naprous', 'Lancelot Weaver', 'Vladimir ""Furdo"" Furdik', 'Alexander Devrient', 'Fatima Adoum', 'Stanley Kaye', 'Thierry Neuvic', 'Martin Nelson', 'Mark Llewelyn-Evans', 'Anthony Inglis', 'Ian Wilson-Pope', 'Pamela Hay', 'Laurence Dobiesz', 'Peter Stark', 'Roman Jankovič', 'Fredrick Ruth', 'Carsten Hayes', 'Jonathan Christie', 'James McNeill', 'Laurentiu Possa', 'Maitland Chandler', 'Joe Egan', 'Clive Russell', 'Sala Baker']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Silver Pictures', 'Wigram Productions', 'Lin Pictures']",https://letterboxd.com//film/sherlock-holmes-a-game-of-shadows/
Puss in Boots,2011,Chris Miller,"['Animation', 'Fantasy', 'Adventure', 'Comedy', 'Family']",3.5,3.08,90,['USA'],English,"['English', 'Spanish']",373994,34665,47462,"['Antonio Banderas', 'Salma Hayek Pinault', 'Zach Galifianakis', 'Billy Bob Thornton', 'Amy Sedaris', 'Constance Marie', 'Mike Mitchell', 'Guillermo del Toro', 'Conrad Vernon', 'Chris Miller', 'Rich Dietl', 'Ryan Crego', 'Tom Wheeler', 'Tom McGrath', 'Bob Joles', 'Latifa Ouaou', 'Jessica Schulte', 'Bob Persichetti', 'Nina Barry', 'Sergio Bruna', 'Roberto Donati', 'Rebecca Davis', 'Joshua Rush', 'Lara Jill Miller', 'Jossara Jinaro', 'Julie Wittner']",['DreamWorks Animation'],https://letterboxd.com//film/puss-in-boots/
The Adventures of Tintin,2011,Steven Spielberg,"['Adventure', 'Animation', 'Mystery']",4,3.57,107,"['New Zealand', 'USA']",English,['English'],409065,47828,74162,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig', 'Nick Frost', 'Simon Pegg', 'Daniel Mays', 'Gad Elmaleh', 'Toby Jones', 'Enn Reitel', 'Mackenzie Crook', 'Tony Curran', 'Sonje Fortag', 'Cary Elwes', 'Phillip Rhys', 'Ron Bottitta', 'Mark Ivanir', 'Sebastian Roché', 'Kim Stengel', 'Abraham Justice', 'Sana Etoile']","['Paramount', 'Columbia Pictures', 'Hemisphere Media Capital', 'Nickelodeon Movies', 'Amblin Entertainment', 'WingNut Films', 'The Kennedy/Marshall Company']",https://letterboxd.com//film/the-adventures-of-tintin/
The Intouchables,2011,"Éric Toledano, Olivier Nakache","['Drama', 'Comedy']",4.5,4.11,113,['France'],French,"['French', 'English']",570350,53333,144887,"['François Cluzet', 'Omar Sy', 'Dominique Henry', 'Anne Le Ny', 'Clotilde Mollet', 'Alba Gaïa Bellugi', 'Audrey Fleurot', 'Cyril Mendy', 'Christian Ameri', 'Marie-Laure Descoureaux', 'Salimata Kamate', 'Absa Diatou Toure', 'Dominique Daguier', 'François Caron', 'Thomas Solivérès', 'Grégoire Oestermann', 'Dorothée Brière', 'Joséphine de Meaux', 'Émilie Caen', 'Caroline Bourg', 'Sylvain Lazard', 'Jean-François Cayrey', 'Ian Fenelon', 'Renaud Barse', 'François Bureloup', 'Nicky Marbot', 'Benjamin Baroche', 'Jérôme Pauwels', 'Antoine Laurent', 'Fabrice Mantegna', 'Hedi Bouchenafa', 'Michel Winogradoff', 'Elliot Latil', 'Yun-Ping He', 'Kévin Wamo', 'Pierre-Laurent Barneron', 'Philippe Pozzo di Borgo']","['Gaumont', 'CinéCinéma', 'Quad Productions', 'Chaocorp', 'Ten Films', 'TF1', 'Canal+', 'TF1 Films Production']",https://letterboxd.com//film/the-intouchables/
Shame,2011,Steve McQueen,['Drama'],3.5,3.81,102,"['Canada', 'UK']",English,['English'],242250,45550,53761,"['Michael Fassbender', 'Carey Mulligan', 'James Badge Dale', 'Nicole Beharie', 'Lucy Walters', 'Mari-Ange Ramirez', 'Alex Manette', 'Hannah Ware', 'Elizabeth Masucci', 'Rachel Farrar', 'Loren Omer', 'Lauren Tyrrell', 'Marta Milans', 'Jake Siciliano', 'Robert Montano', 'Charisse Bellante', 'Amy Hargreaves', 'Anna Rose Hopkins', 'Chazz Menendez', 'Carl Low', 'Calamity Chang', 'Deedee Luxe', 'Stanley Mathis', 'Wenne Alton Davis']","['HanWay Films', 'See-Saw Films', 'Lipsync Productions', 'Alliance Films', 'Film4 Productions', 'UK Film Council']",https://letterboxd.com//film/shame-2011/
Rise of the Planet of the Apes,2011,Rupert Wyatt,"['Thriller', 'Science Fiction', 'Action', 'Drama']",3.5,3.61,105,['USA'],English,['English'],656857,51491,118048,"['Andy Serkis', 'James Franco', 'Freida Pinto', 'John Lithgow', 'Brian Cox', 'Tom Felton', 'David Hewlett', 'Tyler Labine', 'David Oyelowo', 'Jamie Harris', 'Ty Olsson', 'Karin Konoval', 'Terry Notary', 'Richard Ridings', 'Christopher Gordon', 'Devyn Dalton', 'Jay Caputo', 'Joey Roche', 'Madison Bell', 'Makena Joy', ""Kevin O'Grady"", 'Sean Tyson', 'Kyle Riefsnyder', 'Anthony McRae', 'Jesse Reid', 'B. J. Harrison', 'Leah Gibson', 'Tracy Spiridakos', 'Ivan Wanis-Ruiz', 'Trevor Carroll', 'Chelah Horsdal', 'Mattie Hawkinson', 'James Pizzinato', 'Ryan Jefferson Booth', 'Gordon Douglas Myren', 'Elizabeth Weinstein', 'Jeb Beach', 'Jack Kuris', 'Meredith Grantier', 'Javier Caballero Cano', 'Peter Bundic', 'Dylan Nouri', 'Derek Morrison', 'Dean Redman', 'Hector Johnson', 'David Richmond-Peck', 'Adrian Hough', 'Evans Johnson', 'Qayam Devji', 'Riel Hahn', 'Michael Kopsa', 'Steve Lawlor', 'Chris Shields', 'Sandy Robson', 'Mike Dopud', 'Stacey Schmidt', 'Willy Miles', 'Adrian Hein', 'Trevor Addie', 'Jeffery Aro', 'Trevor Jones', 'Camille Atebe', 'Rufus Dorsey', 'Sonja Bennett', 'Loyd Bateman', 'Tom Franco', 'Scott Lang', 'Matteo Mariotti', 'Kis Yurij', 'Frédéric North', 'Sean Connor Roche', 'Luc Roderique', 'Lauren Watson', 'Timothy Webber', 'Linda Watters', 'Monica Mustelier']","['Dune Entertainment III', 'Dune Entertainment', 'Chernin Entertainment', 'Ingenious Media', 'Big Screen Productions', '20th Century Fox']",https://letterboxd.com//film/rise-of-the-planet-of-the-apes/
Captain America: The First Avenger,2011,Joe Johnston,"['Science Fiction', 'Action', 'Adventure']",3,3.25,124,['USA'],English,"['English', 'French', 'Norwegian']",1589568,198616,304946,"['Chris Evans', 'Tommy Lee Jones', 'Hugo Weaving', 'Hayley Atwell', 'Sebastian Stan', 'Dominic Cooper', 'Toby Jones', 'Neal McDonough', 'Derek Luke', 'Bruno Ricci', 'JJ Feild', 'Kenneth Choi', 'Richard Armitage', 'Stanley Tucci', 'Samuel L. Jackson', 'Lex Shrapnel', 'Michael Brandon', 'Martin Sherman', 'Natalie Dormer', 'Oscar Pearce', 'William Hope', 'Nicholas Pinnock', 'Marek Oravec', 'David Bradley', 'Leander Deeny', 'Sam Hoare', 'Simon Kunz', ""Kieran O'Connor"", 'Jenna Coleman', 'Sophie Colquhoun', 'Doug Cockle', 'Ben Batt', 'Mollie Fitzgerald', 'Damon Driver', 'David McKail', 'Amanda Walker', 'Richard Freeman', 'Katherine Press', 'Sergio James', 'Marcello Walton', 'Anatole Taubman', 'Jan Pohl', 'Erich Redman', 'Rosanna Hoult', 'Naomi Slights', 'Kirsty Mather', 'Laura Haddock', 'James Payton', 'Ronan Raftery', 'Nick Hendrix', 'Luke Allen-Gale', 'Jack Gordon', 'Ben Uttley', 'Patrick Monckeberg', 'Amanda Righetti', 'Stan Lee', 'Fabrizio Santino', 'Caroline Royce']",['Marvel Studios'],https://letterboxd.com//film/captain-america-the-first-avenger/
